week,zone_type,hour,mae
2025-09-08/2025-09-14,airport,10,17.352055848700317
2025-09-08/2025-09-14,airport,11,30.174488043413362
2025-09-08/2025-09-14,airport,12,25.778459764391776
2025-09-08/2025-09-14,airport,13,34.71647722484372
2025-09-08/2025-09-14,airport,14,31.10696943901017
2025-09-08/2025-09-14,airport,15,41.31821486009721
2025-09-08/2025-09-14,airport,16,34.29595840568044
2025-09-08/2025-09-14,airport,17,27.430175926565358
2025-09-08/2025-09-14,airport,18,41.26652818445345
2025-09-08/2025-09-14,airport,19,29.674766290780372
2025-09-08/2025-09-14,airport,20,32.58172640935775
2025-09-08/2025-09-14,airport,21,40.32969597547248
2025-09-08/2025-09-14,airport,22,54.76589772629888
2025-09-08/2025-09-14,airport,23,64.01147672554706
2025-09-08/2025-09-14,non_airport,0,889.8417394779152
2025-09-08/2025-09-14,non_airport,1,633.9879899291165
2025-09-08/2025-09-14,non_airport,2,428.68287089018094
2025-09-08/2025-09-14,non_airport,3,303.40458922251906
2025-09-08/2025-09-14,non_airport,4,181.4778800241869
2025-09-08/2025-09-14,non_airport,5,208.95978628891012
2025-09-08/2025-09-14,non_airport,6,318.6806673563073
2025-09-08/2025-09-14,non_airport,7,586.0764403016174
2025-09-08/2025-09-14,non_airport,8,785.8550085571007
2025-09-08/2025-09-14,non_airport,9,932.6046852261916
2025-09-08/2025-09-14,non_airport,10,982.4382613946754
2025-09-08/2025-09-14,non_airport,11,1089.1913310587531
2025-09-08/2025-09-14,non_airport,12,1182.2981938969667
2025-09-08/2025-09-14,non_airport,13,1252.8382320055857
2025-09-08/2025-09-14,non_airport,14,1360.37198628404
2025-09-08/2025-09-14,non_airport,15,1470.3531750963616
2025-09-08/2025-09-14,non_airport,16,1561.4552984520742
2025-09-08/2025-09-14,non_airport,17,1682.4227506451248
2025-09-08/2025-09-14,non_airport,18,1759.5109520322937
2025-09-08/2025-09-14,non_airport,19,1890.7157305040291
2025-09-08/2025-09-14,non_airport,20,1731.8274624108317
2025-09-08/2025-09-14,non_airport,21,1684.368280407684
2025-09-08/2025-09-14,non_airport,22,1570.7473895460466
2025-09-08/2025-09-14,non_airport,23,1262.4223752099135
2025-09-15/2025-09-21,airport,0,49.95366224514418
2025-09-15/2025-09-21,airport,1,30.65836172722149
2025-09-15/2025-09-21,airport,2,16.107330576114908
2025-09-15/2025-09-21,airport,3,9.551382946174646
2025-09-15/2025-09-21,airport,4,8.16796531122761
2025-09-15/2025-09-21,airport,5,8.6616278762125
2025-09-15/2025-09-21,airport,6,13.125389037695447
2025-09-15/2025-09-21,airport,7,18.38667785065049
2025-09-15/2025-09-21,airport,8,13.032752067858546
2025-09-15/2025-09-21,airport,9,23.52138631626211
2025-09-15/2025-09-21,airport,10,22.224857052603355
2025-09-15/2025-09-21,airport,11,23.022682433778073
2025-09-15/2025-09-21,airport,12,16.29192929102681
2025-09-15/2025-09-21,airport,13,29.950456446354863
2025-09-15/2025-09-21,airport,14,40.40479777257111
2025-09-15/2025-09-21,airport,15,29.61012542955971
2025-09-15/2025-09-21,airport,16,33.38743847598324
2025-09-15/2025-09-21,airport,17,28.19808668170664
2025-09-15/2025-09-21,airport,18,40.39183111741758
2025-09-15/2025-09-21,airport,19,28.529947121270943
2025-09-15/2025-09-21,airport,20,34.171418785755925
2025-09-15/2025-09-21,airport,21,30.972042396272855
2025-09-15/2025-09-21,airport,22,42.86754761020895
2025-09-15/2025-09-21,airport,23,50.512411447574166
2025-09-15/2025-09-21,non_airport,0,936.4490623244259
2025-09-15/2025-09-21,non_airport,1,667.095146137373
2025-09-15/2025-09-21,non_airport,2,425.18771766307714
2025-09-15/2025-09-21,non_airport,3,310.9858692799302
2025-09-15/2025-09-21,non_airport,4,198.75975909777148
2025-09-15/2025-09-21,non_airport,5,219.78468660818712
2025-09-15/2025-09-21,non_airport,6,327.7852550942579
2025-09-15/2025-09-21,non_airport,7,569.351624102702
2025-09-15/2025-09-21,non_airport,8,760.9681606909538
2025-09-15/2025-09-21,non_airport,9,969.8190340442982
2025-09-15/2025-09-21,non_airport,10,992.8365036262684
2025-09-15/2025-09-21,non_airport,11,1120.7827780873404
2025-09-15/2025-09-21,non_airport,12,1184.5408076924293
2025-09-15/2025-09-21,non_airport,13,1272.7211260306867
2025-09-15/2025-09-21,non_airport,14,1358.7829821037612
2025-09-15/2025-09-21,non_airport,15,1471.2239781278324
2025-09-15/2025-09-21,non_airport,16,1487.2881619281527
2025-09-15/2025-09-21,non_airport,17,1665.7006445622928
2025-09-15/2025-09-21,non_airport,18,1716.4029786457174
2025-09-15/2025-09-21,non_airport,19,1845.955239214876
2025-09-15/2025-09-21,non_airport,20,1696.0692252853291
2025-09-15/2025-09-21,non_airport,21,1648.2176753817382
2025-09-15/2025-09-21,non_airport,22,1580.725644811149
2025-09-15/2025-09-21,non_airport,23,1279.3450592903512
2025-09-22/2025-09-28,airport,0,68.95850777249531
2025-09-22/2025-09-28,airport,1,40.62294768457075
2025-09-22/2025-09-28,airport,2,13.472229333663087
2025-09-22/2025-09-28,airport,3,10.728498811460351
2025-09-22/2025-09-28,airport,4,11.135785652794338
2025-09-22/2025-09-28,airport,5,7.535873919127382
2025-09-22/2025-09-28,airport,6,15.237663948069928
2025-09-22/2025-09-28,airport,7,23.924135285315938
2025-09-22/2025-09-28,airport,8,19.048574325553506
2025-09-22/2025-09-28,airport,9,21.65830711853273
2025-09-22/2025-09-28,airport,10,15.981880128952625
2025-09-22/2025-09-28,airport,11,23.180606685273762
2025-09-22/2025-09-28,airport,12,25.391667488683858
2025-09-22/2025-09-28,airport,13,30.503639807200017
2025-09-22/2025-09-28,airport,14,37.859975524411325
2025-09-22/2025-09-28,airport,15,42.360246957410794
2025-09-22/2025-09-28,airport,16,34.6358908857081
2025-09-22/2025-09-28,airport,17,37.97642584190588
2025-09-22/2025-09-28,airport,18,32.05007715649746
2025-09-22/2025-09-28,airport,19,48.18369458284085
2025-09-22/2025-09-28,airport,20,35.87987006261697
2025-09-22/2025-09-28,airport,21,53.3950743652144
2025-09-22/2025-09-28,airport,22,59.81876452528059
2025-09-22/2025-09-28,airport,23,53.4568580524242
2025-09-22/2025-09-28,non_airport,0,926.9735337128304
2025-09-22/2025-09-28,non_airport,1,639.3702894717566
2025-09-22/2025-09-28,non_airport,2,421.29728521439256
2025-09-22/2025-09-28,non_airport,3,299.2971921473114
2025-09-22/2025-09-28,non_airport,4,194.91323769911511
2025-09-22/2025-09-28,non_airport,5,200.3208338402189
2025-09-22/2025-09-28,non_airport,6,316.0389206454918
2025-09-22/2025-09-28,non_airport,7,559.8742529053698
2025-09-22/2025-09-28,non_airport,8,746.545253332009
2025-09-22/2025-09-28,non_airport,9,925.2837096291182
2025-09-22/2025-09-28,non_airport,10,990.8364632369315
2025-09-22/2025-09-28,non_airport,11,1069.2396634780996
2025-09-22/2025-09-28,non_airport,12,1164.1217459580632
2025-09-22/2025-09-28,non_airport,13,1235.179109585536
2025-09-22/2025-09-28,non_airport,14,1385.6789551617655
2025-09-22/2025-09-28,non_airport,15,1455.1338376001881
2025-09-22/2025-09-28,non_airport,16,1553.9446023748012
2025-09-22/2025-09-28,non_airport,17,1637.714790029689
2025-09-22/2025-09-28,non_airport,18,1713.4532196521072
2025-09-22/2025-09-28,non_airport,19,1744.8264186007789
2025-09-22/2025-09-28,non_airport,20,1629.3563458427122
2025-09-22/2025-09-28,non_airport,21,1570.5380700052135
2025-09-22/2025-09-28,non_airport,22,1489.5831850844863
2025-09-22/2025-09-28,non_airport,23,1256.3615122422925
2025-09-29/2025-10-05,airport,0,53.55153577173136
2025-09-29/2025-10-05,airport,1,32.315332493087425
2025-09-29/2025-10-05,airport,2,14.051436974491113
2025-09-29/2025-10-05,airport,3,3.914072827042106
2025-09-29/2025-10-05,airport,4,7.230989024167753
2025-09-29/2025-10-05,airport,5,9.095266610675191
2025-09-29/2025-10-05,airport,6,15.22151019788348
2025-09-29/2025-10-05,airport,7,24.750042883412966
2025-09-29/2025-10-05,airport,8,22.28081635367281
2025-09-29/2025-10-05,airport,9,16.32907733602862
2025-09-29/2025-10-05,airport,10,22.418458577613517
2025-09-29/2025-10-05,airport,11,22.239839756403704
2025-09-29/2025-10-05,airport,12,15.886508457510512
2025-09-29/2025-10-05,airport,13,41.02980202977977
2025-09-29/2025-10-05,airport,14,33.95566821910104
2025-09-29/2025-10-05,airport,15,32.32944605253318
2025-09-29/2025-10-05,airport,16,43.2057777934924
2025-09-29/2025-10-05,airport,17,35.29068762012338
2025-09-29/2025-10-05,airport,18,33.3041439807969
2025-09-29/2025-10-05,airport,19,20.236666775344617
2025-09-29/2025-10-05,airport,20,24.444879753783685
2025-09-29/2025-10-05,airport,21,65.05949809712398
2025-09-29/2025-10-05,airport,22,72.90386908568802
2025-09-29/2025-10-05,airport,23,49.59856135406266
2025-09-29/2025-10-05,non_airport,0,874.1487430452133
2025-09-29/2025-10-05,non_airport,1,607.2861477785559
2025-09-29/2025-10-05,non_airport,2,384.72295560865905
2025-09-29/2025-10-05,non_airport,3,268.23645230311485
2025-09-29/2025-10-05,non_airport,4,155.0643773642821
2025-09-29/2025-10-05,non_airport,5,168.17264395313023
2025-09-29/2025-10-05,non_airport,6,272.3889356274523
2025-09-29/2025-10-05,non_airport,7,521.0467573060181
2025-09-29/2025-10-05,non_airport,8,722.7213789318836
2025-09-29/2025-10-05,non_airport,9,922.659284801838
2025-09-29/2025-10-05,non_airport,10,947.2225278290724
2025-09-29/2025-10-05,non_airport,11,1055.4428833963661
2025-09-29/2025-10-05,non_airport,12,1167.6501669897089
2025-09-29/2025-10-05,non_airport,13,1220.381237793258
2025-09-29/2025-10-05,non_airport,14,1346.9742224542254
2025-09-29/2025-10-05,non_airport,15,1495.3116669881788
2025-09-29/2025-10-05,non_airport,16,1511.249864027355
2025-09-29/2025-10-05,non_airport,17,1612.7220821404703
2025-09-29/2025-10-05,non_airport,18,1648.9910518160182
2025-09-29/2025-10-05,non_airport,19,1699.1380889154
2025-09-29/2025-10-05,non_airport,20,1636.1679884409853
2025-09-29/2025-10-05,non_airport,21,1513.8111678946361
2025-09-29/2025-10-05,non_airport,22,1497.483888483697
2025-09-29/2025-10-05,non_airport,23,1245.200444034518
2025-10-06/2025-10-12,airport,0,51.844158400730905
2025-10-06/2025-10-12,airport,1,57.21998425638915
2025-10-06/2025-10-12,airport,2,14.98666904212125
2025-10-06/2025-10-12,airport,3,7.445543493933156
2025-10-06/2025-10-12,airport,4,8.473062825086377
2025-10-06/2025-10-12,airport,5,6.908869242075457
2025-10-06/2025-10-12,airport,6,15.771755263646488
2025-10-06/2025-10-12,airport,7,21.807423698395755
2025-10-06/2025-10-12,airport,8,22.70959955117461
2025-10-06/2025-10-12,airport,9,31.7486703794535
2025-10-06/2025-10-12,airport,10,29.638276827894153
2025-10-06/2025-10-12,airport,11,25.019149517494462
2025-10-06/2025-10-12,airport,12,26.240444778921443
2025-10-06/2025-10-12,airport,13,42.64815597220254
2025-10-06/2025-10-12,airport,14,41.15466223198384
2025-10-06/2025-10-12,airport,15,57.98336891686638
2025-10-06/2025-10-12,airport,16,61.7497075158686
2025-10-06/2025-10-12,airport,17,34.77417538679225
2025-10-06/2025-10-12,airport,18,39.97743722591578
2025-10-06/2025-10-12,airport,19,37.92122346171024
2025-10-06/2025-10-12,airport,20,64.2802470037862
2025-10-06/2025-10-12,airport,21,72.04498937385952
2025-10-06/2025-10-12,airport,22,76.12097622181214
2025-10-06/2025-10-12,airport,23,82.14332819150165
2025-10-06/2025-10-12,non_airport,0,832.4286830967094
2025-10-06/2025-10-12,non_airport,1,574.3360505509773
2025-10-06/2025-10-12,non_airport,2,372.92454701829854
2025-10-06/2025-10-12,non_airport,3,229.19635672519732
2025-10-06/2025-10-12,non_airport,4,129.3834083369724
2025-10-06/2025-10-12,non_airport,5,166.6754831030309
2025-10-06/2025-10-12,non_airport,6,268.67263138506496
2025-10-06/2025-10-12,non_airport,7,527.3659401534393
2025-10-06/2025-10-12,non_airport,8,710.0554927758466
2025-10-06/2025-10-12,non_airport,9,894.4416756519678
2025-10-06/2025-10-12,non_airport,10,933.4360555511626
2025-10-06/2025-10-12,non_airport,11,1065.3176255060437
2025-10-06/2025-10-12,non_airport,12,1097.1025396404168
2025-10-06/2025-10-12,non_airport,13,1209.707603695201
2025-10-06/2025-10-12,non_airport,14,1335.303806239396
2025-10-06/2025-10-12,non_airport,15,1409.4981923596063
2025-10-06/2025-10-12,non_airport,16,1453.3226532967744
2025-10-06/2025-10-12,non_airport,17,1642.1348203688383
2025-10-06/2025-10-12,non_airport,18,1621.4939170641535
2025-10-06/2025-10-12,non_airport,19,1718.2841373955864
2025-10-06/2025-10-12,non_airport,20,1654.5423988283212
2025-10-06/2025-10-12,non_airport,21,1525.72270548682
2025-10-06/2025-10-12,non_airport,22,1442.4488849186737
2025-10-06/2025-10-12,non_airport,23,1156.1379204765854
2025-10-13/2025-10-19,airport,0,91.00336552580809
2025-10-13/2025-10-19,airport,1,67.16732713771444
2025-10-13/2025-10-19,airport,2,25.85964297790905
2025-10-13/2025-10-19,airport,3,7.302377016181765
2025-10-13/2025-10-19,airport,4,12.734564753937264
2025-10-13/2025-10-19,airport,5,6.287524039250143
2025-10-13/2025-10-19,airport,6,18.56899746017723
2025-10-13/2025-10-19,airport,7,16.336378214551765
2025-10-13/2025-10-19,airport,8,20.04144049193437
2025-10-13/2025-10-19,airport,9,22.6339766540479
2025-10-13/2025-10-19,airport,10,37.11058841693777
2025-10-13/2025-10-19,airport,11,25.09402964598511
2025-10-13/2025-10-19,airport,12,23.500233244290445
2025-10-13/2025-10-19,airport,13,30.339068532941663
2025-10-13/2025-10-19,airport,14,47.09664967159436
2025-10-13/2025-10-19,airport,15,30.15038467725369
2025-10-13/2025-10-19,airport,16,22.21399395914853
2025-10-13/2025-10-19,airport,17,25.91960672744233
2025-10-13/2025-10-19,airport,18,35.593210519741916
2025-10-13/2025-10-19,airport,19,23.422155449481238
2025-10-13/2025-10-19,airport,20,43.17977014993778
2025-10-13/2025-10-19,airport,21,46.1361126863206
2025-10-13/2025-10-19,airport,22,51.78551253068287
2025-10-13/2025-10-19,airport,23,78.05603734567822
2025-10-13/2025-10-19,non_airport,0,840.1355090919762
2025-10-13/2025-10-19,non_airport,1,517.2699437154893
2025-10-13/2025-10-19,non_airport,2,335.5697650123244
2025-10-13/2025-10-19,non_airport,3,242.10516236003346
2025-10-13/2025-10-19,non_airport,4,143.92894938299503
2025-10-13/2025-10-19,non_airport,5,162.65547899734628
2025-10-13/2025-10-19,non_airport,6,283.69509390240273
2025-10-13/2025-10-19,non_airport,7,534.1166586373178
2025-10-13/2025-10-19,non_airport,8,722.6136740245055
2025-10-13/2025-10-19,non_airport,9,908.4953271414187
2025-10-13/2025-10-19,non_airport,10,936.1772166609966
2025-10-13/2025-10-19,non_airport,11,1052.6176152952203
2025-10-13/2025-10-19,non_airport,12,1132.414262170546
2025-10-13/2025-10-19,non_airport,13,1206.1866523768554
2025-10-13/2025-10-19,non_airport,14,1375.6668732529915
2025-10-13/2025-10-19,non_airport,15,1449.4816594939034
2025-10-13/2025-10-19,non_airport,16,1470.9601224424964
2025-10-13/2025-10-19,non_airport,17,1685.2583220642218
2025-10-13/2025-10-19,non_airport,18,1717.489128917737
2025-10-13/2025-10-19,non_airport,19,1755.594072563547
2025-10-13/2025-10-19,non_airport,20,1584.1299627830822
2025-10-13/2025-10-19,non_airport,21,1579.1808288272182
2025-10-13/2025-10-19,non_airport,22,1481.0299171385725
2025-10-13/2025-10-19,non_airport,23,1208.1537971088692
2025-10-20/2025-10-26,airport,0,64.67599747635387
2025-10-20/2025-10-26,airport,1,49.28019117677175
2025-10-20/2025-10-26,airport,2,17.803649810535415
2025-10-20/2025-10-26,airport,3,8.894794131027844
2025-10-20/2025-10-26,airport,4,14.06452925721146
2025-10-20/2025-10-26,airport,5,8.682490551702749
2025-10-20/2025-10-26,airport,6,15.788334798087838
2025-10-20/2025-10-26,airport,7,19.49731479649822
2025-10-20/2025-10-26,airport,8,24.719964513215032
2025-10-20/2025-10-26,airport,9,26.45200569769504
2025-10-20/2025-10-26,airport,10,36.89052087728624
2025-10-20/2025-10-26,airport,11,20.751822137816713
2025-10-20/2025-10-26,airport,12,26.76909850189532
2025-10-20/2025-10-26,airport,13,38.093435647053205
2025-10-20/2025-10-26,airport,14,45.04902482134683
2025-10-20/2025-10-26,airport,15,25.245847343962176
2025-10-20/2025-10-26,airport,16,24.327828322882233
2025-10-20/2025-10-26,airport,17,29.412295279644503
2025-10-20/2025-10-26,airport,18,36.270497706651675
2025-10-20/2025-10-26,airport,19,25.84309504139264
2025-10-20/2025-10-26,airport,20,41.31909319224913
2025-10-20/2025-10-26,airport,21,60.17130622103483
2025-10-20/2025-10-26,airport,22,38.450882048498954
2025-10-20/2025-10-26,airport,23,52.821195417540956
2025-10-20/2025-10-26,non_airport,0,896.3495007629791
2025-10-20/2025-10-26,non_airport,1,590.9177931905505
2025-10-20/2025-10-26,non_airport,2,377.04785115078874
2025-10-20/2025-10-26,non_airport,3,253.50815993270908
2025-10-20/2025-10-26,non_airport,4,157.4823007530007
2025-10-20/2025-10-26,non_airport,5,179.36965375689417
2025-10-20/2025-10-26,non_airport,6,285.15016078775346
2025-10-20/2025-10-26,non_airport,7,536.7724904681229
2025-10-20/2025-10-26,non_airport,8,740.8303784566783
2025-10-20/2025-10-26,non_airport,9,929.5383567040146
2025-10-20/2025-10-26,non_airport,10,955.8079936601474
2025-10-20/2025-10-26,non_airport,11,1074.8821739306895
2025-10-20/2025-10-26,non_airport,12,1124.947615641539
2025-10-20/2025-10-26,non_airport,13,1245.9901297729461
2025-10-20/2025-10-26,non_airport,14,1338.4226139635048
2025-10-20/2025-10-26,non_airport,15,1410.2996761591733
2025-10-20/2025-10-26,non_airport,16,1441.3978084014611
2025-10-20/2025-10-26,non_airport,17,1617.6808267709766
2025-10-20/2025-10-26,non_airport,18,1700.3384244932784
2025-10-20/2025-10-26,non_airport,19,1764.7554791328948
2025-10-20/2025-10-26,non_airport,20,1610.9438795323956
2025-10-20/2025-10-26,non_airport,21,1598.8319052081629
2025-10-20/2025-10-26,non_airport,22,1482.8647163327075
2025-10-20/2025-10-26,non_airport,23,1216.3562682254483
2025-10-27/2025-11-02,airport,0,46.181735878979914
2025-10-27/2025-11-02,airport,1,67.78994738399798
2025-10-27/2025-11-02,airport,2,52.58238549492831
2025-10-27/2025-11-02,airport,3,22.899475217607396
2025-10-27/2025-11-02,airport,4,12.032484053826817
2025-10-27/2025-11-02,airport,5,21.04726405844023
2025-10-27/2025-11-02,airport,6,18.76078355266127
2025-10-27/2025-11-02,airport,7,17.4934788859487
2025-10-27/2025-11-02,airport,8,24.557074002869786
2025-10-27/2025-11-02,airport,9,22.995219696842963
2025-10-27/2025-11-02,airport,10,33.93267366001731
2025-10-27/2025-11-02,airport,11,34.33498977085537
2025-10-27/2025-11-02,airport,12,50.129131365109
2025-10-27/2025-11-02,airport,13,61.96956740545054
2025-10-27/2025-11-02,airport,14,37.6047717704209
2025-10-27/2025-11-02,airport,15,55.497620336735736
2025-10-27/2025-11-02,airport,16,56.20342593105914
2025-10-27/2025-11-02,airport,17,54.072333640930516
2025-10-27/2025-11-02,airport,18,49.36899843778486
2025-10-27/2025-11-02,airport,19,54.19771533232521
2025-10-27/2025-11-02,airport,20,33.40441170311865
2025-10-27/2025-11-02,airport,21,50.14560956536738
2025-10-27/2025-11-02,airport,22,55.55900528313508
2025-10-27/2025-11-02,airport,23,75.06695618977449
2025-10-27/2025-11-02,non_airport,0,880.0548383302852
2025-10-27/2025-11-02,non_airport,1,575.0395018702101
2025-10-27/2025-11-02,non_airport,2,374.00337918796475
2025-10-27/2025-11-02,non_airport,3,282.0730223817933
2025-10-27/2025-11-02,non_airport,4,171.55997964284643
2025-10-27/2025-11-02,non_airport,5,198.83458673664637
2025-10-27/2025-11-02,non_airport,6,296.7840292170106
2025-10-27/2025-11-02,non_airport,7,564.4856478606342
2025-10-27/2025-11-02,non_airport,8,725.6208478039725
2025-10-27/2025-11-02,non_airport,9,911.0601296985177
2025-10-27/2025-11-02,non_airport,10,960.4343491379567
2025-10-27/2025-11-02,non_airport,11,1063.6067873285558
2025-10-27/2025-11-02,non_airport,12,1134.79930875655
2025-10-27/2025-11-02,non_airport,13,1248.4876225672942
2025-10-27/2025-11-02,non_airport,14,1364.061219677234
2025-10-27/2025-11-02,non_airport,15,1391.5075742090683
2025-10-27/2025-11-02,non_airport,16,1492.435142518502
2025-10-27/2025-11-02,non_airport,17,1606.2188518198984
2025-10-27/2025-11-02,non_airport,18,1643.3001566182572
2025-10-27/2025-11-02,non_airport,19,1769.016879413425
2025-10-27/2025-11-02,non_airport,20,1643.2684057499698
2025-10-27/2025-11-02,non_airport,21,1556.6745999054833
2025-10-27/2025-11-02,non_airport,22,1516.8416647708118
2025-10-27/2025-11-02,non_airport,23,1216.9660239219447
2025-11-03/2025-11-09,airport,0,74.19737188281113
2025-11-03/2025-11-09,airport,1,63.98330967961492
2025-11-03/2025-11-09,airport,2,19.75202910094574
2025-11-03/2025-11-09,airport,3,6.834228319550544
2025-11-03/2025-11-09,airport,4,7.870598325601051
2025-11-03/2025-11-09,airport,5,14.291899906400635
2025-11-03/2025-11-09,airport,6,10.633558486759222
2025-11-03/2025-11-09,airport,7,18.640126439658253
2025-11-03/2025-11-09,airport,8,17.00373447788986
2025-11-03/2025-11-09,airport,9,28.91977478519741
2025-11-03/2025-11-09,airport,10,29.246642455829527
2025-11-03/2025-11-09,airport,11,23.966098692281744
2025-11-03/2025-11-09,airport,12,30.380088520142007
2025-11-03/2025-11-09,airport,13,22.254443600172138
2025-11-03/2025-11-09,airport,14,34.95479332053691
2025-11-03/2025-11-09,airport,15,56.80233396976988
2025-11-03/2025-11-09,airport,16,43.75890219197148
2025-11-03/2025-11-09,airport,17,55.50350668645153
2025-11-03/2025-11-09,airport,18,58.626374092333286
2025-11-03/2025-11-09,airport,19,47.39914523269806
2025-11-03/2025-11-09,airport,20,66.48792431328954
2025-11-03/2025-11-09,airport,21,81.04079669591074
2025-11-03/2025-11-09,airport,22,56.216304694536596
2025-11-03/2025-11-09,airport,23,76.83188321112333
2025-11-03/2025-11-09,non_airport,0,905.6220644110704
2025-11-03/2025-11-09,non_airport,1,602.7309669020642
2025-11-03/2025-11-09,non_airport,2,375.877870414122
2025-11-03/2025-11-09,non_airport,3,257.39839616560323
2025-11-03/2025-11-09,non_airport,4,161.39124347129524
2025-11-03/2025-11-09,non_airport,5,183.54249141271913
2025-11-03/2025-11-09,non_airport,6,280.07524005143307
2025-11-03/2025-11-09,non_airport,7,535.3006165607501
2025-11-03/2025-11-09,non_airport,8,729.2367483780455
2025-11-03/2025-11-09,non_airport,9,881.1783039778896
2025-11-03/2025-11-09,non_airport,10,922.1142351272003
2025-11-03/2025-11-09,non_airport,11,1047.2496249034589
2025-11-03/2025-11-09,non_airport,12,1135.82670921637
2025-11-03/2025-11-09,non_airport,13,1220.5353301793236
2025-11-03/2025-11-09,non_airport,14,1303.683644564074
2025-11-03/2025-11-09,non_airport,15,1397.7171969275905
2025-11-03/2025-11-09,non_airport,16,1497.0949872088765
2025-11-03/2025-11-09,non_airport,17,1602.9222341945672
2025-11-03/2025-11-09,non_airport,18,1647.0770462601838
2025-11-03/2025-11-09,non_airport,19,1695.7557437601195
2025-11-03/2025-11-09,non_airport,20,1609.9923630571566
2025-11-03/2025-11-09,non_airport,21,1501.412523205155
2025-11-03/2025-11-09,non_airport,22,1458.8011556481406
2025-11-03/2025-11-09,non_airport,23,1229.19762674129
2025-11-10/2025-11-16,airport,0,85.20383488905368
2025-11-10/2025-11-16,airport,1,93.7327571035752
2025-11-10/2025-11-16,airport,2,71.08070198494428
2025-11-10/2025-11-16,airport,3,24.518529958668392
2025-11-10/2025-11-16,airport,4,10.478278891329957
2025-11-10/2025-11-16,airport,5,16.04531556186579
2025-11-10/2025-11-16,airport,6,15.785777978295423
2025-11-10/2025-11-16,airport,7,18.16061654847241
2025-11-10/2025-11-16,airport,8,17.623832153196812
2025-11-10/2025-11-16,airport,9,16.47447179522525
2025-11-10/2025-11-16,airport,10,29.613319411930426
2025-11-10/2025-11-16,airport,11,20.463023403290986
2025-11-10/2025-11-16,airport,12,28.26004663702456
2025-11-10/2025-11-16,airport,13,25.089302563842004
2025-11-10/2025-11-16,airport,14,50.07546539028936
2025-11-10/2025-11-16,airport,15,37.53698570790476
2025-11-10/2025-11-16,airport,16,31.98816093769933
2025-11-10/2025-11-16,airport,17,61.64656951993429
2025-11-10/2025-11-16,airport,18,43.01117005866496
2025-11-10/2025-11-16,airport,19,37.54337730844655
2025-11-10/2025-11-16,airport,20,53.03402077277862
2025-11-10/2025-11-16,airport,21,63.1662665885095
2025-11-10/2025-11-16,airport,22,55.62008116855895
2025-11-10/2025-11-16,airport,23,70.96170434172838
2025-11-10/2025-11-16,non_airport,0,845.7508031329482
2025-11-10/2025-11-16,non_airport,1,552.9707139495996
2025-11-10/2025-11-16,non_airport,2,331.0344395644346
2025-11-10/2025-11-16,non_airport,3,213.1009827371487
2025-11-10/2025-11-16,non_airport,4,120.70100455181004
2025-11-10/2025-11-16,non_airport,5,147.22783349596213
2025-11-10/2025-11-16,non_airport,6,263.0057068272748
2025-11-10/2025-11-16,non_airport,7,510.7606947633994
2025-11-10/2025-11-16,non_airport,8,683.5251395475115
2025-11-10/2025-11-16,non_airport,9,857.0080439643717
2025-11-10/2025-11-16,non_airport,10,928.7453225335755
2025-11-10/2025-11-16,non_airport,11,996.5809168146428
2025-11-10/2025-11-16,non_airport,12,1073.2886811229864
2025-11-10/2025-11-16,non_airport,13,1162.906641261076
2025-11-10/2025-11-16,non_airport,14,1300.184904038076
2025-11-10/2025-11-16,non_airport,15,1340.7884071340843
2025-11-10/2025-11-16,non_airport,16,1409.13810565286
2025-11-10/2025-11-16,non_airport,17,1599.3040154712585
2025-11-10/2025-11-16,non_airport,18,1563.3223451325669
2025-11-10/2025-11-16,non_airport,19,1709.3112661981054
2025-11-10/2025-11-16,non_airport,20,1585.9390501598125
2025-11-10/2025-11-16,non_airport,21,1472.059702705303
2025-11-10/2025-11-16,non_airport,22,1458.275750021532
2025-11-10/2025-11-16,non_airport,23,1139.6858026708028
2025-11-17/2025-11-23,airport,0,95.86389672179618
2025-11-17/2025-11-23,airport,1,71.16088688367903
2025-11-17/2025-11-23,airport,2,31.43909531544546
2025-11-17/2025-11-23,airport,3,5.471012152971899
2025-11-17/2025-11-23,airport,4,6.969809082738264
2025-11-17/2025-11-23,airport,5,9.286307237604365
2025-11-17/2025-11-23,airport,6,15.189227976990342
2025-11-17/2025-11-23,airport,7,33.10198570453032
2025-11-17/2025-11-23,airport,8,29.804129949377486
2025-11-17/2025-11-23,airport,9,35.499162440766455
2025-11-17/2025-11-23,airport,10,37.83328226348488
2025-11-17/2025-11-23,airport,11,37.55971263541983
2025-11-17/2025-11-23,airport,12,44.16475378161794
2025-11-17/2025-11-23,airport,13,47.840953471499155
2025-11-17/2025-11-23,airport,14,49.48647931430976
2025-11-17/2025-11-23,airport,15,64.91246014688566
2025-11-17/2025-11-23,airport,16,50.319601575960434
2025-11-17/2025-11-23,airport,17,80.58424647183148
2025-11-17/2025-11-23,airport,18,66.30036655633856
2025-11-17/2025-11-23,airport,19,36.527135687731985
2025-11-17/2025-11-23,airport,20,52.59639221081045
2025-11-17/2025-11-23,airport,21,86.43634844903146
2025-11-17/2025-11-23,airport,22,97.84368249836359
2025-11-17/2025-11-23,airport,23,79.8921595286021
2025-11-17/2025-11-23,non_airport,0,834.1879915402947
2025-11-17/2025-11-23,non_airport,1,545.0924303076353
